review_id,restaurant_id,review_score,review_content,food_score,service_score,atmosphere_score
ChdDSUhNMG9nS0VJQ0FnSUR2dHJfWnZnRRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,"連續買兩天兩次都有薯條，點大暑都是中薯的量(圖片為吃過)，偷工減料吧？,員工有點看起來不耐煩，來此餐廳請自行參考",1,1,1
ChZDSUhNMG9nS0VJQ0FnSUR2eEt5NEpnEAE,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,叫外送套餐是大薯，送過來一看以為是中薯勒,1,,
ChdDSUhNMG9nS0VJQ0FnSUR2d0lmb3RRRRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,已經第三次外帶漏放薯條了，今天運動完忘了檢查，到底是多爛可以一直這樣?,,1,
ChZDSUhNMG9nS0VJQ0FnSURQNTRMbGJ3EAE,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,,,1,1
ChZDSUhNMG9nS0VJQ0FnSURQNTR5ZlBREAE,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,,,1,
ChdDSUhNMG9nS0VJQ0FnSUNQOVpDYndnRRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,半夜兩點就打烊了,,,
ChZDSUhNMG9nS0VJQ0FnSUQzb09lMlRnEAE,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,誇張欸…我剛剛叫熊貓點了麥當勞的麥香魚套餐，然後我打電話給復興二店的麥當勞，結果店員跟我說不能特製…我只是打電話跟你說麥香魚不要醬而已…醬用掉就好了嘛…有這麼難嗎…真搞不懂…故意不想把麥香魚的醬用掉就直接說…不用在那邊說一些廢話…真的很誇張…,1,1,1
ChZDSUhNMG9nS0VJQ0FnSUMzdHBhMUZ3EAE,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,"沒營業也不會更新在google map？
11/5晚上8點去，整間店黑的，害人白跑一趟浪費時間！",,,
ChdDSUhNMG9nS0VJQ0FnSUNYNjdDcWlRRRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,在那邊乾等，也不會說一下。餐點很讚,5,1,1
ChdDSUhNMG9nS0VJQ0FnSUNYeUlEbmdRRRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,薯條巨少,,,
ChdDSUhNMG9nS0VJQ0FnSUNuczZMMXVnRRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,有夠誇張，最近几次去買大蛋捲冰淇淋，都明顯比別家店少一圈以上，剛剛去買，更扯，連圈都不繞了，直接是短直線在擠，冰淇淋總量只有正常版的四分之一，實在忍不住，不上來評個一星說不過去,1,1,1
ChdDSUhNMG9nS0VJQ0FnSURIbjZxSjlRRRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,點去鹽薯條結果拿到超級鹹加鹽薯條,,,
ChdDSUhNMG9nS0VJQ0FnSURIOHQ2MzF3RRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,雖然台麥被人家詬病薯條不是一天兩天的事，但是還是要說有進步，把大包薯條裝成中包不稀奇，要進化成1.5包小薯摟,1,3,3
ChZDSUhNMG9nS0VJQ0FnSUNIbjhXS0xnEAE,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,"今天點了Uber Eats
番茄醬包上有不明油漬，還整包丟在薯條裡面，遇熱墨融化直接印在薯條上，然後上面的油漬也不知道是不是薯條的油，真的能吃嗎⋯？",1,1,1
ChdDSUhNMG9nS0VJQ0FnSUNIa3EybnJRRRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,員工態度差 動作粗暴 公司都沒有教育訓練？,1,1,1
ChdDSUhNMG9nS0VJQ0FnSUQ3MUpMNTVRRRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,改沒有內用區真的很不方便,2,1,1
ChZDSUhNMG9nS0VJQ0FnSUM3MzZ2Q2VREAE,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,沒開 在清潔也不會在網站上公告 讓客人白跑一趟好玩嗎？,,,
ChZDSUhNMG9nS0VJQ0FnSUM3M2VPcEZ3EAE,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,孩子跟先生上週五晚餐吃過以後 都鬧肚子痛 到隔天一早孩子變成了腸胃炎 這家店的品質真的是太糟了 無法再來光臨,1,2,1
ChdDSUhNMG9nS0VJQ0FnSURiMmRqUXRRRRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,店員服務態度怎麼那麼差，老闆怎麼教的，請好好教導一下。謝謝,1,1,1
ChdDSUhNMG9nS0VJQ0FnSURidktMdXNRRRAB,ChIJ5Zls-surQjQRtT-wtUeIkxo,1,完全還沒吃喔？這是大薯？？？？？我花錢買中薯喔？,,,
